locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95
PingshanStreet;PingshanStreet1;PS1200;39;2019-04-21 11:46:00;;;;cmn;cmnSSIDv3;2,0;4,0;4,0;2,0;2,0;5,0;3,0;3,0;3,0;5,0;4,0;4,0;1,0;1,0;4,0;5,0;2,0;5,0;3,0;4,0;2,0;3,0;68,0;31,0;Male;SomeCollege;;Employed;;;;;;Arriving;Alone;91,98;72,0;63,16;84,94;76,68;75,26;69,76;65,96;65,19;71,3;61,52;84,58;75,92;74,1;69,25;65,26;64,45;68,05;56,32;79,25;73,53;71,51;65,43;60,96;60,04;25,9;0,0;43,6;23,2;17,2;13,3;12,5;2,17;0,0;4,76;2,66;2,55;2,12;1,83;1,76;0,034;0,0122;0,29;0,055;0,0469;0,0313;0,0225;0,0206;0,365;0,0;2,34;1,03;0,777;0,276;0,0691;0,044;0,0536;0,0106;0,169;0,115;0,0978;0,0468;0,0261;0,0191;0,443;0,194;1,74;0,792;0,614;0,398;0,284;0,264;60,62;57,88;49,27;70,59;64,85;62,74;57,61;53,31;52,43;18,5;1,03;114,0;39,5;32,3;15,8;7,77;6,23;-0,98;5,5;63,43;43,86;35,51;17,4;8,43;7,58
PingshanStreet;PingshanStreet2;PS2227;39;2019-04-22 12:05:00;;;;cmn;cmnSSIDv3;3,0;5,0;4,0;2,0;1,0;4,0;3,0;3,0;2,0;4,0;4,0;3,0;1,0;3,0;5,0;4,0;2,0;2,0;2,0;2,0;1,0;2,0;36,0;22,0;Female;SomePostgraduate;;Student;;;;;;Staying;Couple;142,3;73,89;59,07;92,21;80,1;77,73;67,89;62,07;61,24;67,91;56,98;86,5;73,33;71,08;63,01;59,49;58,89;58,72;49,48;74,35;64,01;61,08;55,43;51,57;51,05;15,2;0,0;31,5;13,4;10,2;8,14;7,88;2,31;0,0;4,83;2,71;2,6;2,29;2,06;1,99;0,0253;0,00979;0,193;0,0395;0,0346;0,0236;0,0172;0,0158;0,173;0,0;2,03;0,513;0,349;0,0734;0,0111;0,00571;0,0321;0,00488;0,127;0,081;0,0662;0,026;0,00932;0,00796;0,4;0,195;1,53;0,625;0,539;0,378;0,283;0,263;51,51;48,44;42,18;66,12;55,54;53,14;47,88;44,2;43,65;11,0;0,0861;106,0;27,6;21,7;8,4;3,52;2,74;-1,87;-1,18;69,5;33,37;27,13;15,19;2,52;1,28
PingshanStreet;PingshanStreet1;PS1200;40;2019-04-21 11:47:00;;;;cmn;cmnSSIDv3;2,0;5,0;4,0;2,0;3,0;4,0;4,0;3,0;2,0;3,0;3,0;3,0;2,0;2,0;4,0;5,0;5,0;2,0;2,0;2,0;2,0;3,0;44,0;26,0;Male;SomeCollege;;Employed;;;;;;Staying;Group;91,98;72,0;63,16;84,94;76,68;75,26;69,76;65,96;65,19;71,3;61,52;84,58;75,92;74,1;69,25;65,26;64,45;68,05;56,32;79,25;73,53;71,51;65,43;60,96;60,04;25,9;0,0;43,6;23,2;17,2;13,3;12,5;2,17;0,0;4,76;2,66;2,55;2,12;1,83;1,76;0,034;0,0122;0,29;0,055;0,0469;0,0313;0,0225;0,0206;0,365;0,0;2,34;1,03;0,777;0,276;0,0691;0,044;0,0536;0,0106;0,169;0,115;0,0978;0,0468;0,0261;0,0191;0,443;0,194;1,74;0,792;0,614;0,398;0,284;0,264;60,62;57,88;49,27;70,59;64,85;62,74;57,61;53,31;52,43;18,5;1,03;114,0;39,5;32,3;15,8;7,77;6,23;-0,98;5,5;63,43;43,86;35,51;17,4;8,43;7,58
PingshanStreet;PingshanStreet2;PS2227;40;2019-04-22 12:06:00;;;;cmn;cmnSSIDv3;2,0;4,0;5,0;2,0;3,0;5,0;3,0;4,0;3,0;4,0;5,0;2,0;1,0;3,0;4,0;3,0;1,0;3,0;2,0;3,0;2,0;4,0;56,0;25,0;Female;SomePostgraduate;;Student;;;;;;Staying;Group;142,3;73,89;59,07;92,21;80,1;77,73;67,89;62,07;61,24;67,91;56,98;86,5;73,33;71,08;63,01;59,49;58,89;58,72;49,48;74,35;64,01;61,08;55,43;51,57;51,05;15,2;0,0;31,5;13,4;10,2;8,14;7,88;2,31;0,0;4,83;2,71;2,6;2,29;2,06;1,99;0,0253;0,00979;0,193;0,0395;0,0346;0,0236;0,0172;0,0158;0,173;0,0;2,03;0,513;0,349;0,0734;0,0111;0,00571;0,0321;0,00488;0,127;0,081;0,0662;0,026;0,00932;0,00796;0,4;0,195;1,53;0,625;0,539;0,378;0,283;0,263;51,51;48,44;42,18;66,12;55,54;53,14;47,88;44,2;43,65;11,0;0,0861;106,0;27,6;21,7;8,4;3,52;2,74;-1,87;-1,18;69,5;33,37;27,13;15,19;2,52;1,28
PingshanStreet;PingshanStreet1;PS1201;41;2019-04-21 11:51:00;;;;cmn;cmnSSIDv3;4,0;4,0;4,0;2,0;3,0;4,0;2,0;4,0;2,0;3,0;4,0;3,0;3,0;2,0;4,0;4,0;4,0;2,0;2,0;2,0;2,0;3,0;44,0;30,0;Female;UniversityGraduate;;Employed;;;;;;Leaving;Couple;171,58;69,26;61,44;78,41;73,34;72,17;67,85;64,73;64,02;68,81;60,67;78,32;73,15;71,92;67,27;63,83;63,1;66,71;53,69;78,88;72,17;70,1;63,57;58,78;57,76;23,1;0,0;37,3;20,9;15,0;11,7;11,1;2,06;0,0;4,71;2,6;2,39;2,01;1,77;1,7;0,0319;0,0117;0,198;0,05;0,0443;0,03;0,0213;0,0193;0,329;0,0;3,62;0,995;0,698;0,206;0,0398;0,0226;0,052;0,00878;0,322;0,109;0,0859;0,0453;0,0222;0,0183;0,414;0,0741;1,52;0,697;0,582;0,379;0,286;0,262;60,0;55,69;46,12;70,24;62,55;61,0;55,39;50,91;50,0;17,1;0,579;113,0;38,8;31,3;14,3;6,7;5,38;-0,96;-6,35;55,63;43,7;35,95;10,84;-4,29;-4,86
PingshanStreet;PingshanStreet2;PS2228;41;2019-04-22 12:09:00;;;;cmn;cmnSSIDv3;4,0;4,0;4,0;2,0;2,0;4,0;2,0;3,0;2,0;4,0;4,0;2,0;2,0;1,0;4,0;4,0;4,0;1,0;1,0;1,0;1,0;2,0;24,0;26,0;Male;SomePostgraduate;;Unemployed;;;;;;Arriving;Alone;196,8;77,42;59,37;96,06;83,99;80,94;69,85;63,89;62,63;71,27;58,19;89,68;77,46;74,28;65,83;61,65;60,71;63,86;50,89;87,17;66,64;63,92;57,4;54,03;53,38;17,9;0,0;56,3;15,8;11,5;9,44;8,97;2,11;0,0;4,68;2,49;2,4;2,09;1,84;1,77;0,027;0,0108;0,13;0,0411;0,0367;0,0255;0,0186;0,017;0,218;0,0;4,57;0,688;0,446;0,0718;0,00787;0,0035;0,0284;0,00393;0,206;0,0798;0,0547;0,0222;0,00747;0,00601;0,395;0,194;1,81;0,643;0,542;0,358;0,278;0,262;56,24;50,69;42,95;77,43;58,74;56,28;49,74;46,27;45,66;11,5;0,0615;123,0;29,5;22,2;8,58;3,74;2,94;-1,65;-7,29;72,85;39,74;29,68;10,93;-4,53;-5,65
PingshanStreet;PingshanStreet1;PS1201;42;2019-04-21 11:51:00;;;;cmn;cmnSSIDv3;3,0;4,0;4,0;2,0;4,0;3,0;5,0;3,0;5,0;2,0;3,0;3,0;2,0;3,0;4,0;3,0;3,0;3,0;4,0;3,0;2,0;4,0;64,0;26,0;Female;UniversityGraduate;;Employed;;;;;;Arriving;Couple;171,58;69,26;61,44;78,41;73,34;72,17;67,85;64,73;64,02;68,81;60,67;78,32;73,15;71,92;67,27;63,83;63,1;66,71;53,69;78,88;72,17;70,1;63,57;58,78;57,76;23,1;0,0;37,3;20,9;15,0;11,7;11,1;2,06;0,0;4,71;2,6;2,39;2,01;1,77;1,7;0,0319;0,0117;0,198;0,05;0,0443;0,03;0,0213;0,0193;0,329;0,0;3,62;0,995;0,698;0,206;0,0398;0,0226;0,052;0,00878;0,322;0,109;0,0859;0,0453;0,0222;0,0183;0,414;0,0741;1,52;0,697;0,582;0,379;0,286;0,262;60,0;55,69;46,12;70,24;62,55;61,0;55,39;50,91;50,0;17,1;0,579;113,0;38,8;31,3;14,3;6,7;5,38;-0,96;-6,35;55,63;43,7;35,95;10,84;-4,29;-4,86
PingshanStreet;PingshanStreet2;PS2228;42;2019-04-22 12:09:00;;;;cmn;cmnSSIDv3;2,0;3,0;2,0;3,0;4,0;2,0;4,0;4,0;4,0;2,0;4,0;2,0;4,0;3,0;2,0;3,0;3,0;4,0;4,0;2,0;2,0;2,0;56,0;27,0;Male;SomePostgraduate;;Unemployed;;;;;;Staying;Couple;196,8;77,42;59,37;96,06;83,99;80,94;69,85;63,89;62,63;71,27;58,19;89,68;77,46;74,28;65,83;61,65;60,71;63,86;50,89;87,17;66,64;63,92;57,4;54,03;53,38;17,9;0,0;56,3;15,8;11,5;9,44;8,97;2,11;0,0;4,68;2,49;2,4;2,09;1,84;1,77;0,027;0,0108;0,13;0,0411;0,0367;0,0255;0,0186;0,017;0,218;0,0;4,57;0,688;0,446;0,0718;0,00787;0,0035;0,0284;0,00393;0,206;0,0798;0,0547;0,0222;0,00747;0,00601;0,395;0,194;1,81;0,643;0,542;0,358;0,278;0,262;56,24;50,69;42,95;77,43;58,74;56,28;49,74;46,27;45,66;11,5;0,0615;123,0;29,5;22,2;8,58;3,74;2,94;-1,65;-7,29;72,85;39,74;29,68;10,93;-4,53;-5,65
PingshanStreet;PingshanStreet1;PS1202;43;2019-04-21 11:55:00;;;;cmn;cmnSSIDv3;3,0;3,0;3,0;1,0;3,0;4,0;5,0;3,0;3,0;2,0;4,0;2,0;3,0;2,0;2,0;3,0;3,0;3,0;2,0;3,0;3,0;4,0;60,0;29,0;Male;UniversityGraduate;;Employed;;;;;;Leaving;Couple;136,76;73,18;61,9;88,91;79,06;75,91;69,11;65,35;64,68;72,93;60,99;88,9;78,96;75,77;68,32;64,35;63,59;71,79;56,02;88,16;78,16;74,81;66,2;60,85;59,76;31,2;0,0;63,2;26,6;16,8;12,8;11,9;2,21;0,0;4,69;2,79;2,6;2,16;1,87;1,81;0,0342;0,0127;0,168;0,0543;0,0477;0,0323;0,0223;0,0203;0,463;0,0;4,6;1,39;1,03;0,311;0,0746;0,046;0,0686;0,018;0,277;0,175;0,143;0,0549;0,0285;0,024;0,474;0,176;1,78;0,769;0,671;0,437;0,327;0,307;64,2;58,98;48,7;79,56;69,11;66,07;57,93;53,39;52,23;21,5;0,836;139,0;47,5;38,1;18,3;8,78;6,98;-3,83;0,96;56,69;47,74;40,75;14,66;5,6;3,97
PingshanStreet;PingshanStreet2;PS2229;43;2019-04-22 12:12:00;;;;cmn;cmnSSIDv3;4,0;4,0;2,0;3,0;5,0;1,0;3,0;3,0;5,0;3,0;4,0;3,0;3,0;2,0;3,0;4,0;3,0;3,0;3,0;2,0;3,0;2,0;52,0;22,0;Male;SomePostgraduate;;Student;;;;;;Arriving;Couple;199,24;78,43;60,05;96,34;84,17;81,94;73,0;65,5;64,09;72,92;57,94;89,13;79,67;77,04;67,79;61,67;60,82;63,87;49,58;79,56;71,22;67,73;58,33;53,34;52,62;25,1;0,0;48,7;20,2;12,3;9,12;8,63;2,17;0,0;3,9;2,64;2,52;2,14;1,87;1,81;0,0279;0,0102;0,11;0,0471;0,0404;0,0257;0,0183;0,0168;0,195;0,0;2,54;0,57;0,411;0,0688;0,00781;0,00345;0,0291;0,00416;0,227;0,0843;0,0634;0,0191;0,00832;0,00707;0,429;0,104;1,74;0,723;0,626;0,386;0,286;0,265;56,4;52,03;42,7;72,77;62,95;59,56;51,2;46,24;45,47;11,1;0,238;133,0;28,5;21,0;8,42;3,85;3,01;-1,4;-2,86;73,46;39,05;31,72;13,42;-0,23;-0,8
PingshanStreet;PingshanStreet1;PS1202;44;2019-04-21 11:55:00;;;;cmn;cmnSSIDv3;3,0;4,0;5,0;2,0;3,0;2,0;3,0;4,0;3,0;4,0;2,0;5,0;3,0;2,0;3,0;2,0;4,0;2,0;1,0;2,0;3,0;1,0;36,0;26,0;Male;UniversityGraduate;;RatherNotSay;;;;;;Arriving;Couple;136,76;73,18;61,9;88,91;79,06;75,91;69,11;65,35;64,68;72,93;60,99;88,9;78,96;75,77;68,32;64,35;63,59;71,79;56,02;88,16;78,16;74,81;66,2;60,85;59,76;31,2;0,0;63,2;26,6;16,8;12,8;11,9;2,21;0,0;4,69;2,79;2,6;2,16;1,87;1,81;0,0342;0,0127;0,168;0,0543;0,0477;0,0323;0,0223;0,0203;0,463;0,0;4,6;1,39;1,03;0,311;0,0746;0,046;0,0686;0,018;0,277;0,175;0,143;0,0549;0,0285;0,024;0,474;0,176;1,78;0,769;0,671;0,437;0,327;0,307;64,2;58,98;48,7;79,56;69,11;66,07;57,93;53,39;52,23;21,5;0,836;139,0;47,5;38,1;18,3;8,78;6,98;-3,83;0,96;56,69;47,74;40,75;14,66;5,6;3,97
PingshanStreet;PingshanStreet2;PS2229;44;2019-04-22 12:12:00;;;;cmn;cmnSSIDv3;2,0;3,0;2,0;3,0;4,0;2,0;4,0;5,0;3,0;1,0;1,0;1,0;4,0;3,0;3,0;4,0;3,0;4,0;4,0;4,0;4,0;4,0;80,0;22,0;Female;SomePostgraduate;;Student;;;;;;Leaving;Couple;199,24;78,43;60,05;96,34;84,17;81,94;73,0;65,5;64,09;72,92;57,94;89,13;79,67;77,04;67,79;61,67;60,82;63,87;49,58;79,56;71,22;67,73;58,33;53,34;52,62;25,1;0,0;48,7;20,2;12,3;9,12;8,63;2,17;0,0;3,9;2,64;2,52;2,14;1,87;1,81;0,0279;0,0102;0,11;0,0471;0,0404;0,0257;0,0183;0,0168;0,195;0,0;2,54;0,57;0,411;0,0688;0,00781;0,00345;0,0291;0,00416;0,227;0,0843;0,0634;0,0191;0,00832;0,00707;0,429;0,104;1,74;0,723;0,626;0,386;0,286;0,265;56,4;52,03;42,7;72,77;62,95;59,56;51,2;46,24;45,47;11,1;0,238;133,0;28,5;21,0;8,42;3,85;3,01;-1,4;-2,86;73,46;39,05;31,72;13,42;-0,23;-0,8
PingshanStreet;PingshanStreet1;PS1202;45;2019-04-21 11:56:00;;;;cmn;cmnSSIDv3;2,0;3,0;4,0;1,0;1,0;5,0;3,0;2,0;1,0;4,0;2,0;4,0;1,0;1,0;4,0;2,0;1,0;3,0;4,0;5,0;2,0;2,0;64,0;36,0;Male;TradeTechVocation;;Student;;;;;;Staying;Group;136,76;73,18;61,9;88,91;79,06;75,91;69,11;65,35;64,68;72,93;60,99;88,9;78,96;75,77;68,32;64,35;63,59;71,79;56,02;88,16;78,16;74,81;66,2;60,85;59,76;31,2;0,0;63,2;26,6;16,8;12,8;11,9;2,21;0,0;4,69;2,79;2,6;2,16;1,87;1,81;0,0342;0,0127;0,168;0,0543;0,0477;0,0323;0,0223;0,0203;0,463;0,0;4,6;1,39;1,03;0,311;0,0746;0,046;0,0686;0,018;0,277;0,175;0,143;0,0549;0,0285;0,024;0,474;0,176;1,78;0,769;0,671;0,437;0,327;0,307;64,2;58,98;48,7;79,56;69,11;66,07;57,93;53,39;52,23;21,5;0,836;139,0;47,5;38,1;18,3;8,78;6,98;-3,83;0,96;56,69;47,74;40,75;14,66;5,6;3,97
PingshanStreet;PingshanStreet2;PS2229;45;2019-04-22 12:13:00;;;;cmn;cmnSSIDv3;1,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;2,0;3,0;3,0;3,0;3,0;3,0;3,0;4,0;3,0;2,0;2,0;2,0;2,0;1,0;36,0;16,0;Male;SomeHighSchool;;Employed;;;;;;Staying;Couple;199,24;78,43;60,05;96,34;84,17;81,94;73,0;65,5;64,09;72,92;57,94;89,13;79,67;77,04;67,79;61,67;60,82;63,87;49,58;79,56;71,22;67,73;58,33;53,34;52,62;25,1;0,0;48,7;20,2;12,3;9,12;8,63;2,17;0,0;3,9;2,64;2,52;2,14;1,87;1,81;0,0279;0,0102;0,11;0,0471;0,0404;0,0257;0,0183;0,0168;0,195;0,0;2,54;0,57;0,411;0,0688;0,00781;0,00345;0,0291;0,00416;0,227;0,0843;0,0634;0,0191;0,00832;0,00707;0,429;0,104;1,74;0,723;0,626;0,386;0,286;0,265;56,4;52,03;42,7;72,77;62,95;59,56;51,2;46,24;45,47;11,1;0,238;133,0;28,5;21,0;8,42;3,85;3,01;-1,4;-2,86;73,46;39,05;31,72;13,42;-0,23;-0,8
PingshanStreet;PingshanStreet1;PS1202;46;2019-04-21 12:03:00;;;;cmn;cmnSSIDv3;2,0;5,0;4,0;1,0;4,0;4,0;3,0;3,0;1,0;5,0;4,0;4,0;2,0;2,0;4,0;5,0;2,0;1,0;1,0;0,0;1,0;2,0;20,0;26,0;Male;SomePostgraduate;;Employed;;;;;;Leaving;Couple;136,76;73,18;61,9;88,91;79,06;75,91;69,11;65,35;64,68;72,93;60,99;88,9;78,96;75,77;68,32;64,35;63,59;71,79;56,02;88,16;78,16;74,81;66,2;60,85;59,76;31,2;0,0;63,2;26,6;16,8;12,8;11,9;2,21;0,0;4,69;2,79;2,6;2,16;1,87;1,81;0,0342;0,0127;0,168;0,0543;0,0477;0,0323;0,0223;0,0203;0,463;0,0;4,6;1,39;1,03;0,311;0,0746;0,046;0,0686;0,018;0,277;0,175;0,143;0,0549;0,0285;0,024;0,474;0,176;1,78;0,769;0,671;0,437;0,327;0,307;64,2;58,98;48,7;79,56;69,11;66,07;57,93;53,39;52,23;21,5;0,836;139,0;47,5;38,1;18,3;8,78;6,98;-3,83;0,96;56,69;47,74;40,75;14,66;5,6;3,97
PingshanStreet;PingshanStreet2;PS2229;46;2019-04-22 12:13:00;;;;cmn;cmnSSIDv3;2,0;4,0;3,0;2,0;3,0;4,0;3,0;4,0;2,0;3,0;3,0;2,0;2,0;3,0;4,0;4,0;4,0;3,0;4,0;3,0;3,0;4,0;68,0;26,0;Female;SomePostgraduate;;Student;;;;;;Staying;Group;199,24;78,43;60,05;96,34;84,17;81,94;73,0;65,5;64,09;72,92;57,94;89,13;79,67;77,04;67,79;61,67;60,82;63,87;49,58;79,56;71,22;67,73;58,33;53,34;52,62;25,1;0,0;48,7;20,2;12,3;9,12;8,63;2,17;0,0;3,9;2,64;2,52;2,14;1,87;1,81;0,0279;0,0102;0,11;0,0471;0,0404;0,0257;0,0183;0,0168;0,195;0,0;2,54;0,57;0,411;0,0688;0,00781;0,00345;0,0291;0,00416;0,227;0,0843;0,0634;0,0191;0,00832;0,00707;0,429;0,104;1,74;0,723;0,626;0,386;0,286;0,265;56,4;52,03;42,7;72,77;62,95;59,56;51,2;46,24;45,47;11,1;0,238;133,0;28,5;21,0;8,42;3,85;3,01;-1,4;-2,86;73,46;39,05;31,72;13,42;-0,23;-0,8
PingshanStreet;PingshanStreet1;PS1202;47;2019-04-21 12:03:00;;;;cmn;cmnSSIDv3;4,0;4,0;4,0;2,0;1,0;5,0;1,0;2,0;1,0;5,0;3,0;4,0;1,0;1,0;4,0;5,0;2,0;0,0;1,0;1,0;1,0;2,0;20,0;27,0;Male;SomePostgraduate;;Employed;;;;;;Leaving;Couple;136,76;73,18;61,9;88,91;79,06;75,91;69,11;65,35;64,68;72,93;60,99;88,9;78,96;75,77;68,32;64,35;63,59;71,79;56,02;88,16;78,16;74,81;66,2;60,85;59,76;31,2;0,0;63,2;26,6;16,8;12,8;11,9;2,21;0,0;4,69;2,79;2,6;2,16;1,87;1,81;0,0342;0,0127;0,168;0,0543;0,0477;0,0323;0,0223;0,0203;0,463;0,0;4,6;1,39;1,03;0,311;0,0746;0,046;0,0686;0,018;0,277;0,175;0,143;0,0549;0,0285;0,024;0,474;0,176;1,78;0,769;0,671;0,437;0,327;0,307;64,2;58,98;48,7;79,56;69,11;66,07;57,93;53,39;52,23;21,5;0,836;139,0;47,5;38,1;18,3;8,78;6,98;-3,83;0,96;56,69;47,74;40,75;14,66;5,6;3,97
PingshanStreet;PingshanStreet2;PS2229;47;2019-04-22 12:13:00;;;;cmn;cmnSSIDv3;2,0;5,0;4,0;3,0;3,0;4,0;4,0;3,0;2,0;4,0;3,0;3,0;3,0;1,0;4,0;4,0;2,0;3,0;2,0;4,0;4,0;2,0;60,0;20,0;Male;HighSchoolGraduate;;Unemployed;;;;;;Leaving;Alone;199,24;78,43;60,05;96,34;84,17;81,94;73,0;65,5;64,09;72,92;57,94;89,13;79,67;77,04;67,79;61,67;60,82;63,87;49,58;79,56;71,22;67,73;58,33;53,34;52,62;25,1;0,0;48,7;20,2;12,3;9,12;8,63;2,17;0,0;3,9;2,64;2,52;2,14;1,87;1,81;0,0279;0,0102;0,11;0,0471;0,0404;0,0257;0,0183;0,0168;0,195;0,0;2,54;0,57;0,411;0,0688;0,00781;0,00345;0,0291;0,00416;0,227;0,0843;0,0634;0,0191;0,00832;0,00707;0,429;0,104;1,74;0,723;0,626;0,386;0,286;0,265;56,4;52,03;42,7;72,77;62,95;59,56;51,2;46,24;45,47;11,1;0,238;133,0;28,5;21,0;8,42;3,85;3,01;-1,4;-2,86;73,46;39,05;31,72;13,42;-0,23;-0,8
PingshanStreet;PingshanStreet1;PS1202;48;2019-04-21 12:03:00;;;;cmn;cmnSSIDv3;2,0;4,0;3,0;2,0;3,0;3,0;4,0;4,0;3,0;4,0;3,0;3,0;3,0;3,0;2,0;3,0;2,0;3,0;4,0;3,0;2,0;3,0;60,0;30,0;Male;UniversityGraduate;;Employed;;;;;;Arriving;Alone;136,76;73,18;61,9;88,91;79,06;75,91;69,11;65,35;64,68;72,93;60,99;88,9;78,96;75,77;68,32;64,35;63,59;71,79;56,02;88,16;78,16;74,81;66,2;60,85;59,76;31,2;0,0;63,2;26,6;16,8;12,8;11,9;2,21;0,0;4,69;2,79;2,6;2,16;1,87;1,81;0,0342;0,0127;0,168;0,0543;0,0477;0,0323;0,0223;0,0203;0,463;0,0;4,6;1,39;1,03;0,311;0,0746;0,046;0,0686;0,018;0,277;0,175;0,143;0,0549;0,0285;0,024;0,474;0,176;1,78;0,769;0,671;0,437;0,327;0,307;64,2;58,98;48,7;79,56;69,11;66,07;57,93;53,39;52,23;21,5;0,836;139,0;47,5;38,1;18,3;8,78;6,98;-3,83;0,96;56,69;47,74;40,75;14,66;5,6;3,97
PingshanStreet;PingshanStreet2;PS2230;48;2019-04-22 12:17:00;;;;cmn;cmnSSIDv3;2,0;4,0;4,0;2,0;2,0;2,0;2,0;3,0;2,0;3,0;3,0;4,0;2,0;1,0;2,0;4,0;2,0;1,0;1,0;1,0;1,0;1,0;20,0;26,0;Male;SomePostgraduate;;Student;;;;;;Arriving;Alone;103,9;76,28;59,88;93,75;82,91;79,95;69,98;63,08;62,41;70,71;57,7;89,02;77,03;73,56;64,15;60,32;59,81;58,78;49,82;72,73;63,66;60,45;54,83;52,39;51,95;15,7;0,0;32,7;13,4;9,96;8,42;8,1;2,03;0,0;4,12;2,4;2,28;2,01;1,8;1,75;0,026;0,0115;0,15;0,0399;0,0352;0,0246;0,0178;0,0164;0,135;0,0;1,49;0,416;0,23;0,0394;0,00571;0,0023;0,0259;0,00637;0,0858;0,0613;0,0511;0,0199;0,00888;0,00768;0,405;0,199;1,3;0,656;0,562;0,375;0,29;0,271;51,76;48,35;42,46;65,94;55,82;52,76;47,58;45,14;44,48;10,1;0,0142;62,3;25,5;19,3;7,86;3,36;2,62;-1,71;-12,46;72,24;33,11;27,95;6,13;-10,07;-11,02
PingshanStreet;PingshanStreet1;PS1204;49;2019-04-21 12:06:00;;;;cmn;cmnSSIDv3;4,0;3,0;2,0;2,0;3,0;5,0;3,0;2,0;1,0;3,0;3,0;3,0;2,0;2,0;3,0;5,0;3,0;3,0;3,0;3,0;2,0;3,0;56,0;24,0;Male;UniversityGraduate;;Student;;;;;;Arriving;Group;58,36;69,04;62,14;79,33;73,46;71,94;67,34;64,79;64,18;68,19;60,72;79,29;72,61;71,15;66,33;63,88;63,31;65,68;56,3;76,86;71,37;69,18;62,78;58,96;58,14;24,8;0,0;38,7;21,7;15,5;12,2;11,6;2,25;0,0;3,71;2,86;2,68;2,2;1,89;1,83;0,0312;0,0143;0,141;0,0487;0,0435;0,0293;0,0211;0,0195;0,251;0,0;2,1;0,816;0,589;0,137;0,0294;0,0192;0,0385;0,0127;0,102;0,0772;0,0613;0,0342;0,0197;0,0163;0,431;0,208;1,07;0,646;0,581;0,409;0,314;0,292;58,7;56,0;49,3;69,61;63,71;61,43;55,48;51,77;51,0;15,2;1,22;74,0;32,0;26,1;13,1;6,47;5,23;-0,2;-5,24;56,78;42,06;33,88;15,18;-1,65;-2,3
PingshanStreet;PingshanStreet2;PS2230;49;2019-04-22 12:17:00;;;;cmn;cmnSSIDv3;3,0;2,0;3,0;3,0;1,0;5,0;3,0;3,0;2,0;4,0;3,0;4,0;1,0;1,0;3,0;2,0;2,0;5,0;3,0;5,0;5,0;3,0;84,0;36,0;Male;SomePostgraduate;;Student;;;;;;Staying;Group;103,9;76,28;59,88;93,75;82,91;79,95;69,98;63,08;62,41;70,71;57,7;89,02;77,03;73,56;64,15;60,32;59,81;58,78;49,82;72,73;63,66;60,45;54,83;52,39;51,95;15,7;0,0;32,7;13,4;9,96;8,42;8,1;2,03;0,0;4,12;2,4;2,28;2,01;1,8;1,75;0,026;0,0115;0,15;0,0399;0,0352;0,0246;0,0178;0,0164;0,135;0,0;1,49;0,416;0,23;0,0394;0,00571;0,0023;0,0259;0,00637;0,0858;0,0613;0,0511;0,0199;0,00888;0,00768;0,405;0,199;1,3;0,656;0,562;0,375;0,29;0,271;51,76;48,35;42,46;65,94;55,82;52,76;47,58;45,14;44,48;10,1;0,0142;62,3;25,5;19,3;7,86;3,36;2,62;-1,71;-12,46;72,24;33,11;27,95;6,13;-10,07;-11,02
